Date,Multiple Reports,Lease Type,District,RRC Identifier,Field Name,Lease Name,Gas Well ID,Lease Total,Commingle Permit No.,On Hand Beginning of Month,Production,rrc_oil_volume,Code,On Hand End of Month,Formation Production,rrc_gas_volume,Code.1,Normalized_Field_Name,Normalized_Reservoir_Name,Net Oil Volume to Trust (RRC),Net Oil Sales Volume to Trust (RRC),Net Gas Volume to Trust (RRC),Net Gas Sales Volume to Trust (RRC)
May 2021,,Gas,08,154633.0,KERMIT (YATES),"WALTON, J. B.",  297  ,,,0,0,0,,0,292,292,2.0,KERMIT,YATES,0.0,0.0,146.0,109.5
May 2021,,Gas,08,156468.0,KERMIT (YATES),"WALTON, J. B.",  301  ,,,0,0,0,,0,10,10,2.0,KERMIT,YATES,0.0,0.0,5.0,3.75
May 2021,,Gas,08,159638.0,KERMIT (YATES),"WALTON, J. B",  348  ,,,0,0,0,,0,208,208,2.0,KERMIT,YATES,0.0,0.0,104.0,78.0
May 2021,,Gas,08,163363.0,KERMIT (YATES),"WALTON, J. B.",  291  ,,,0,0,0,,0,56,56,2.0,KERMIT,YATES,0.0,0.0,28.0,21.0
May 2021,,Gas,08,166074.0,KERMIT (YATES),"WALTON, J. B.",  295  ,,,0,0,0,,0,28,28,2.0,KERMIT,YATES,0.0,0.0,14.0,10.5
May 2021,,Gas,08,166717.0,KERMIT (YATES),"WALTON, J. B.",  310  ,,5009.0,0,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
May 2021,,Oil,08,3286.0,KEYSTONE (COLBY),STATE-WALTON A/C 2,,,,378,489,664,1.0,203,659,659,2.0,KEYSTONE,COLBY,332.0,249.0,329.5,247.125
May 2021,,Oil,08,3287.0,KEYSTONE (COLBY),"WALTON, J. B. A/C 2",,,5009.0,641,"1,278",1374,1.0,545,749,749,2.0,KEYSTONE,COLBY,687.0,515.25,374.5,280.875
May 2021,,Oil,08,3317.0,KEYSTONE (COLBY),"BASHARA, J. M.",,,3626.0,74,86,91,1.0,69,51,51,2.0,KEYSTONE,COLBY,45.5,34.125,25.5,19.125
May 2021,,Oil,08,3320.0,KEYSTONE (COLBY),"PERKINS, J. J. -B- UPPER",,,,59,0,0,,59,0,0,,KEYSTONE,COLBY,0.0,0.0,0.0,0.0
May 2021,,Oil,08,27106.0,KEYSTONE (COLBY),KEYSTONE CATTLE COMPANY,,,5122.0,7,16,15,1.0,8,17,17,2.0,KEYSTONE,COLBY,7.5,5.625,8.5,6.375
May 2021,,Oil,08,31917.0,KEYSTONE (COLBY),WADDELL,,,5584.0,0,0,0,,0,0,0,,KEYSTONE,COLBY,0.0,0.0,0.0,0.0
May 2021,,Gas,08,257525.0,KEYSTONE (COLBY),"WALTON, J. B. A/C 2",  347  ,,5009.0,0,0,0,,0,0,0,,KEYSTONE,COLBY,0.0,0.0,0.0,0.0
May 2021,,Oil,08,46977.0,KEYSTONE (CONSOLIDATED),BASHARA-PROTHRO,,,,521,"2,069",1805,1.0,785,"15,153",15153,2.0,KEYSTONE,CONSOLIDATED,902.5,676.875,7576.5,5682.375
May 2021,,Oil,08,46979.0,KEYSTONE (CONSOLIDATED),"BASHARA, J. M.",,,,197,230,242,1.0,185,171,171,2.0,KEYSTONE,CONSOLIDATED,121.0,90.75,85.5,64.125
May 2021,,Oil,08,46980.0,KEYSTONE (CONSOLIDATED),KEYSTONE CATTLE CO.,,,,0,0,0,,0,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
May 2021,,Oil,08,46984.0,KEYSTONE (CONSOLIDATED),"BASHARA, M. J.",,,,0,0,0,,0,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
May 2021,,Oil,08,46985.0,KEYSTONE (CONSOLIDATED),EAST KEYSTONE (SAN A HOLT UNIT),,,,"1,988","2,575",2394,1.0,"2,169",935,935,2.0,KEYSTONE,CONSOLIDATED,1197.0,897.75,467.5,350.625
May 2021,,Oil,08,49976.0,KEYSTONE (CONSOLIDATED),STATE-WALTON 'E',,,,308,826,652,1.0,482,"5,855",5855,2.0,KEYSTONE,CONSOLIDATED,326.0,244.5,2927.5,2195.625
